佚名	会怪怪自己，不会怪怪别人。
里根	任何一个孩子因死亡、离婚、被抛弃而失去父母，永远是个悲剧。有些单身家庭确实也尽到了照顾自己孩子的责任，但是多数美国人认为，单身这家庭并不是理想的模式。
兰多尔夫·伯恩	井掏三遍吃甜水，人从三师武艺高
普劳图斯	他本想行善这句话毫无意义，除非他确实这样去做
许名奎	凿壁偷光，聚萤作囊；忍贫读书，车胤匡衡。
日本	雀千声不如鹤一声
民谚	亲嫡派
唐·皮日休	落尽残红始吐芳，佳名唤作百花王。竟夸天下无双艳，独占人间第一香
欧洲	危难来到，朋友报到
宋·杨万里	精华在笔端，咫只匠心难
布莱克	那种一味期待而从不行动的人们，是滋生瘟疫的温床
克雷洛夫	才能一旦让懒惰支配，它就一无可为。
列文虎克	要成功一项事业，必须花掉毕生的时间。
尼古拉·奥斯特洛夫斯基	无论家庭或是爱情，都不能使人觉得生活真正美满。家庭，只是几个人；爱情，仅是一个人；而党，这是一百六十万人。只为家庭活着，这是禽兽的私心；只为一个人活着，这是卑鄙；只为自己活着，这是耻辱。
茨威格	女人拒绝异性的追求，是先天性的特权，即使拒绝了一个最热烈爱情，也不会被认为残酷，但是，如果命运女神乱了安排，让女人打破了羞怯的本性，不顾一切地向一个并无把握的异性献出她的热爱，而对方表示着冷淡和拒绝时，那结果就不堪设想了。男人拒绝女人的追求，等于损伤她的最高贵的自尊。
苏武	努力爱春华，莫忘欢乐时，生当复来归，死当长相思。
谚语	没有多次失败，难得一次成功。
英国谚语	如果想幸福一天，最好上理发店，如果想幸福一星期，就去结婚。如果想幸福一个月，可买匹新马。如果想幸福一年，即盖栋新房子。如果想幸福一辈子，必须当诚实的人。
池田大作	即使是孩子，也有一个人格，也是一个独立的人，这个前提必须明确，孩子决不是父母的所有物，他的人格是构成社会的组成部分之一，这一个人格必须用充沛的爱来培养。
佚名	美不美，家乡水；亲不亲，故乡人。
莫洛亚	良辰难再，人生中大好时刻，不要再去旧梦重圆。
佚名	人有志，竹有节。
杜克洛克斯	反复地推断，无休止地修正，就能在科学上取得勿容置疑的进步
宋·郭熙	春山淡冶而如笑，夏山苍翠而欲滴，秋山明净而如妆，冬山惨淡而如睡
民谚	越碰钉子越有心眼
布尔韦尔·利顿	在科学著作中，你最好读最新的书，在文学著作中，你最好读最老的书。古典文学作品永远不会衰老。
爱因斯坦	在科学上，每一条道路都应该走一走，发现一条走不通的道路，就是对科学的一大贡献。……那种证明“此路不通”的吃力不讨好的工作，就让我来做吧！
民谚	时间落到懒汉手里，永远是一张白纸
邓小平	开放、搞活政策延续多久，端正党风的工作就得干多久，纠正不正之风，打击犯罪就得干多久，这样才能保证我们开放，搞活政策扔正确执行
皮萨列夫	思想上的错误会引起语言上的错误，言论上的错误会引起行动上的错误。
（明）于谦	春风秋月不相待，倏忽朱颜变白头。
拿破仑	勇气如爱情，需要希望来滋养。
佚名	道德常常填补智慧的缺陷，而智慧却永远填补不了道德的缺陷
民谚	亲者割之不断，疏者续之不坚
爱献生	思想重复一百遍也还有独到之处
陶渊明	盛年不重来，一日难再晨。及时宜自勉，岁月不待人。
民谚	人见利而不见害，鱼见食而不见钩
三国·曹操	冉冉老将至，何时返故乡？
民谚	轻浮之人，人多忽略；急遽之人，必期速效
康普顿	科学赐予人类的最大礼物是什么呢？是使人类相信真理的力量。
亚里士多德	我爱我的老师，但我更爱真理。
唐·崔颢	昔人已乘黄鹤去，此地空余黄鹤楼
佚名	未经开垦的心田犹如那未经开垦的荒地，杂草丛生；而荒地一经开垦，燕以辛勤的汗水浇灌，就会开出绚丽夺目的花朵。
司汤达	心灵上的谨慎和谦恭是惟一无二的美德。
雨果	精神象乳汁一样是可以养育的，智慧便是一只乳房。
佚名	吃药不忌嘴，跑断大夫腿。
王尔德	世界上只有一件事比被人议论还要糟糕，那就是不被议论。
奥斯特洛夫斯基	我只相信一条：灵感是在劳动的时候产生的。
奥维德	习惯是在习惯中养成的
伊朗	一个没有知识的旅行者等于一只没翅膀的鸟儿
莎士比亚	迁延蹉跎，来日无多，二十丽姝，请来吻我，衰草枯杨，青春易过。
民谚	红牛黑牛，能曳犁的，都是好牛
宋·黄庭坚	海川风雨独凭栏，绾结湘娥十二鬟
俄罗斯	妙语犹如一部次要作品，不值得再
佩利	美德大多存在于良好的习惯中
孔子家语	君者舟也，庶人者水也。水所以载舟，亦所以覆舟
民谚	鸡鸣三遍天大亮
塞·约翰逊	最大限度地行使权力总是令人反感；权力不易确定之处始终存在着危险
唐·顾况	手提三尺龙泉剑，不斩奸邪誓不休
叔本华	人们给同类施加痛苦并无其他原因，仅仅是出于恶意。在所有的动物中，唯有人这么做
陶行知	处处是创造之地，天天是创造之时，人人是创造之人。
（春秋）管仲	道德当身，不以物惑。
拉罗什夫科	人人都抱怨缺乏记忆力，但没有一个人抱怨缺乏健全的思想。
佚名	幸福的欢乐，不存在于虔诚的祈祷里，却存在于辛勤的劳动中。
老舍	谦虚使人的心缩小，象一个小石卵，虽然小，而极结实。结实才能诚实。
土光敏夫	出人才的部门，常常是工作多而人手少的地方。
罗曼·罗兰	幸福是灵魂的一种香味，是一颗歌唱的心的和声。而灵魂的最美的音乐是慈悲。
歌德	人出门旅行并不是为了到达某地，而是为了旅游。
佚名	会写的坐着，会唱的站着。
清·刘熙载	大起大落，大开大合，用之长篇
培根	友谊的主要效用之一就在使人心中的愤懑抑郁之气得以宣泄弛放，这些不平凡之气是各种的情感都可以引起的。
福楼拜	理智——对欲望盲从的可怜人，和对理性倾耳的认真的人同样正确。
民谚	梧桐一叶落，天下尽知秋
民谚	鸡聚族以争食，凤孤飞而无邻
民谚	当你发现自己忙不过来的时候，你就要考虑自己是否做了下属可做的事，那就把权分派下去
伏契克	为了争取将来的美好而牺牲了的人，都是一尊石质的雕像。
培根	好的运气令人羡慕，而战胜厄运则更令人惊叹。
焦赣	教羊牧兔，使鱼捕鼠，任非其人，费日无功。
佚名	人的自私是一堵与世隔绝的墙。
《论语·公治长》	三思而后行。
汉·董仲舒	欲审曲直，莫如引绳，欲审是非，莫如引名
李贺	角声满天秋色里，塞上胭脂凝夜紫。
佚名	军人的爱并不排斥黄错的漫步，海边的嬉戏；但更多的却要洒落在边防小路上，交付给闪光的枪尖。
民谚	花有重开日，人无再少年
汉·扬雄	道有因有循，有革有化。因而循之
宋史	凡政皆务以利民
民谚	田好靠人做，船快靠人划
民谚	人到中年万事休
墨子	仁人之所以坏事，必兴天下之利，除天下之害
鲍斯韦尔	我们不可能说出友谊形成的确切时刻。就像向盛器滴滴灌水，最后一滴才使盛器溢满；许许多多的友善言行也是如此，最后一次才使人心领神与，情长谊源。
伏尔泰	友谊是灵魂的结合，这个结合是可以离异的，这是两个敏感，正直的人之间心照不宣的契约。
麦金托什	谚语是民族良知的精华
李大钊	青年之字典，无“困难”之字；青年之口头，无“障碍”之语；惟知跃进，惟知雄飞，惟知本身自由之精神，奇僻之思想，锐敏之直觉，活泼之生命，以创造环境，征服历史。
富兰克林	对所有的人以诚相待，同多数人和睦相处，和少数人常来常往，只跟一个亲密无间。
泰戈尔	造物主把像你这样的人派遣到人世间来，是要你担负一定的责任的，所以你决不应该轻视自己的身体。
雨果	人生是花，而爱是花蜜。
修昔底德	历史会重演。
佚名	自己打败自己的远远多于比别人打败的。
陈宏谋	当为天下养身，不当天下惜身。
恩格斯	每个人都是典型，但同时又是一定的单个人，正如老黑格尔所说的，是一个“这个”
马克斯·比尔博姆	最值得骄傲的树苗是从最平常的树
民谚	海阔凭鱼跃，天高任鸟飞
西班牙	科学最伟大的进步是由崭新的大胆
西拉斯	千里之行，始于足下
民谚	明枪不如暗箭
莎士比亚	正直的人必须和正直的人为伍，因为谁是那样刚强，能够不受诱惑呢？
罗蒙诺索夫	科学，给青年以养料，给老人以慰藉；她让幸福的生活锦上添花，她在不幸的时刻保护着你。
享利·贝克	想获得平等竟如此困难，原因在于：我们只想与上司共享它
佚名	寸土寸金，地是老根。
莫里哀	语言是赐于人类表达思想的工具
荀况	骐骥一跃，不能十步；驽马十驾，功在不舍；锲而舍之，朽木不折；锲而不舍，金石可镂。
《旧约》	正直的人的纯正，必引导自己；奸诈的人的乖僻，必毁灭自己。
民谚	不图便宜上当
昆图斯	胆小的狗叫起来凶，但不会伤人
车尔尼雪夫斯基	河＝黄河落天走东海，万里写入胸
培根	人的威严蕴藏在知识之中，因此，人有许多君主的金银无法买到，君主的武力不可征服内在的东西
宋·辛弃疾	青山遮不住，毕竟东流去
吕氏春秋	以不自为大，故能成其大
约·霍姆	真正的慷慨是真正的智慧
罗洛·梅	意志的出现不是对愿望的否定，而是把愿望合并和提升到一个更高的意识水平上。
夸美纽斯	学校没有纪律便如磨房里没有水。
爱因斯坦	我从不想未来，它来得太快。
休谟	用在事业上的精力，应该在多字上
清·魏源	独得之见，必不如众议之参同也
宋·苏轼	古之立大事者，不惟有超世之材，亦必有坚忍不拨之志
苏霍姆林斯基	没有时间教育儿子——就意味着没有时间做人。
杨格	如果迟缓的落日照耀到你的手，而你发觉当天并没有做过有价值的事，那天便应视为已经失落。
佚名	学问和健康之外无财富，无知和疾病之外无贫穷
谚语	钱是一块一块上万，麦是一颗一颗上石。
普希金	生活多美好啊，体育锻炼乐趣无穷。
清·何启	公与平者，即国之基址也
阿富汗	由经验而得的智慧，胜于学习而得
元·张养浩	人若有气魄，方做得成事
意大利	接受愚昧就是出售自由
民谚	何不借风雷，一回天地颜
警世通言	不可以一时之得意而自夸其能，亦不可一时之失意而坠其志
马克思	人的生活离不开友谊，但要得到真正的友谊才是不容易；友谊总需要忠诚去播种，用热情去灌溉，用原则去培养，用谅解去护理。
辛尼加	我们的座右铭，众所周知是服从自然生活
爱默生	留下应该除掉的人的命，是最不仁慈的
李惺	居不必无恶邻，会不必无恶友，惟善自持者两得之。
张华	一个人一天也不能没有理想，但凭侥幸，怕吃苦，没有真才实学，再好的理想也实现不了。
康德	这个令人肃然起敬的“人格”观念，一面使我们从头注意到自己的行为同它有欠符合，并因些挫抑了我们的自负心，同时却使我们明白地看出了我们的天性的崇高；这个观念就是在极平常的人类理性方面也是自然发生、显而易见的。凡稍知廉耻的人不是有时会发现，他原来可以撒一次无伤大雅的谎，以便摆脱某种可厌之举。甚或为其可爱可敬的友人求得某种利益，可是他却仅仅因为害怕暗自鄙弃，而毕竟不曾撒谎吗？一个正直的人只要废弃职责，原可摆脱某种惨境，而其所以能够不辞辛苦，坚持下去，不是由于他自觉到这样才可以身作则，维护人的尊严，加以尊崇，才可以内省不疚，不怕良心谴责吗？
罗素	爱情只有当它是自由自在时，才会叶茂花繁。认为爱情是某种义务的思想只能置爱情于死地。只消一句话：你应当爱某个人，就足以使你对这个人恨之入骨。
徐特立	科学，你是国力的灵魂；同时又是社会发展的标志。
塞·约翰逊	博取众长的作家是最富有的作家
托·富勒	当贫穷从门外进来，爱情便从窗口溜走
车尔尼雪夫斯基	实践，是个伟大的揭发者，它暴露一切欺人和自欺。
元·逑贤	千金何足贵，一士固难求
莎士比亚	恋爱是盲目的，恋人们瞧不见他们自己所干的傻事
柯蒂斯	健康胜于富贵
罗·勃朗宁	雄心壮志是茫茫黑夜中的北斗星
王尔德	诗是强烈感情的自然迸发，其源泉是静静的回想的感动
乔叟	若是瞎子领瞎子，两个人都要掉在
克书多	真正的朋友太少，言行不一的朋友太多。他们只是语言上的君子，行动上的矮子，象月亮那样，时而亏缺，时而满。我们只得宣布，把他们看成是还没有用上就知道其价值的货币吧！
居里夫人	我们必须有恒心，尤其要有自信！我们必须相信我们的天赋是要用来做某种事情的，无论代价多么大，这种事情必须做到。
巴尔扎克	遗忘是一般刚强的，有创造力的人的法宝，他们会像自然一样的遗忘，自然界就不知道有什么过失，弱者不是把痛苦作为惩前毖后的教训，反而在痛苦中讨生活，浸在里头，天天回顾以往的苦难，折磨自己。
詹·豪厄	爱情是友谊的精华，书信是爱情的妙药。
（唐）白居易	在天愿做比翼鸟，在地愿为连理枝。
卡尔·波普尔	一切伟大的科学理论都意味着对未知的新征服。
民谚	金无足赤，人无完人
毛泽东	从孔夫子到孙中山，我们应当给以总结，承继这一份珍贵的遗产
车尔尼雪夫斯基	美的事物在人心中唤起的那种感觉，是类似我们当着亲爱的人的面前时，洋溢于我们心中的喜悦。
黑格尔	他是他自己本身的目的他自身中有一种无限的价值、一种永恒的使命
伯·罗索	让自己的儿女们光宗耀祖是父亲们的主要缺点
马里	只要具备条件，死的石头也能够发
怀特海	缺乏进取精神的民族意味着堕落。唯有开拓和竞争，才能立于不败之地。
克罗齐	人类用知识的活动去了解事物，用实践的活动去改变事物；用前者去掌握宇宙，用后者去创造宇宙。
（唐）孟郊	人中有兽心，几人能真识。
毛泽东	概念这种东西已经不是事物的现象，不是事物的各个片面，不是它们的外部联系，而是抓着了事物的本质，事物的全体，事物的内部联系了
史密斯	劳动教养了身体，学习教养了心灵。
萨迪	假如你的品德十分高尚，莫为出身低微而悲伤，蔷薇常在荆棘中生长。
民谚	意粗性躁，一事无成
英国	小公鸡不恋笼
圣经	本地姜不辣
荣格	思想的动摇并非正确与错误之间左右不定，而是一种理智与非理智之间徘徊。
佚名	见怪不怪；其怪自败
佚名	希望象发芽的种子，在你心头充满春意；希望是甜蜜的，她象母亲怀抱中的婴儿，充满了生命的活力。
冯友兰	科学可以增加人的积极知识，但不能提高人的境界。
佚名	真正持续的爱情必须有尊敬才能成立
洪应明	文章做到极处，无有他奇，只是恰好；人品做到极处，无有他异，只是本然
鲁迅	事实是毫无情面的东西，它能够将空言打得粉碎
歌德	智慧最后的结论是：生活也好，自由也好，都要天天去赢取，这才有资格去享有它。
英国	只有傻瓜才相信自己的如意算盘
民谚	早晨吃点姜，百病都消亡
约翰逊·斯图亚特·穆勒	行使权力的“人民”和被人民行使权力的人民，不会总是同一类人
（亚洲）谚语	懒惰没有牙齿，但可以吞噬人的智慧。
（明）冯梦龙	富贵本无根，尽从勤中得。
诸葛亮	士之相知，温不增华，寒不改叶，能四时而不衰，历夷险而益固。
（宋）释道远	宁可清贫有志，不可浊富多忧。
萨迪	从外貌看来，人最宝贵，狗最低贱，但圣人一致认为：重义的狗胜于不义的人。
李大钊	一切宗教没有不受生产技术进步的左右的，没有不随着他变迁的。
佚名	性情大爽快的人朋友多，躯杆笔直的木材用处大。
谚语	爱情不是强扭的，幸福不是天赐的。
比尔斯	灾难——这东西最能经常而确凿无疑地提醒我们，人生的事物并不全是按照我们自己的安排。有两种：自己的背运，还有别人的走运。
杨慎	服药千副，不如一宵独卧；服药千朝，不如独卧一宵。
西塞罗	只有在履行自己的义务中寻求快乐的人，才是自由地生活的人。
明·王世负	此地一垂顾，高名百代留
英国	果与因之间的均衡极大，所以很难
谚语	要吃饭，大家干，家里不养闲懒汉。
英国	真理不是靠喝彩造出来的，是非不是靠投票决定的
科尔顿	你要想出名而不愿了解世界，就居住在乡村；你要想了解世界而不为人知，那就居住在城市
美国	生命短促，只有美德能将它流传到
冯梦龙	恩德相结者，谓之知已；腹心相结者，谓之知心
佚名	挫折其实就是迈向成功所应缴的学费。
弗洛依德	我们当然有着思想准备，把死亡看作是生命的必然归宿，从而同意这样的说法：每个人都欠大自然一笔帐，人人都得还清帐——死亡是自然的，不可否认的，无法避免的。
《论语·泰伯》	鸟之将死，其鸣也哀；人之将死，其言也善。
谚语	穿破才是衣。
高尔基	书籍帮助我从一片烂泥塘里站了起来，如果没有书的帮助，我会被愚蠢和下流淹死。
民谚	蛇入竹筒，曲性犹在
民谚	有理赢，无理赢输
葛洪	用得其长，则才无或弃；偏诘其短，则触物无可。
民谚	阳一套，阴一套
民谚	寻找死路的老鼠，与猫儿厮混
三国·阮籍	泰山成砥砺，黄河为裳带
（春秋）孔丘	有朋自远方来，不亦乐乎！
伏尔泰	说出一个人真实的思想是人生极大的安慰。
竺可桢	科学永远对抗着迷信以及一切蒙昧无知的思想。
聂夷中	男儿徇大义，立节不沽名。
佚名	人怕引诱，塘怕渗透。
佚名	挨金似金，挨玉似玉。
松下幸之助	上天赋予的生命，就是要为人类的繁荣和平和幸福而奉献。
罗贯中	三军易得，一将难求。
李苦禅	鸟欲高飞先振翅，人求上进先读书。
陈洪绶	一百五日春郊行，三十六溪春永生。千秋馆里逢雨急，射的峰前看晚晴。
马克思	人民的信任是报刊赖以生存的条件，没有这种条件，报刊就会完全萎靡不振
欧洲	钱乃万事之神灵
欧洲	即使是有一双大眼睛的人，也看不到自己全部的缺点和毛病
奥斯	不能光是揭露人家过去的错误，而不尊重人家目前的为人。
欧洲	如果它是真理，何必理会是什么人说的呢？
唐·梁肃	事之博者其辞盛，志之大者其感深
钱三强	古今中外，凡成就事业，对人类有作为的无一不是脚踏实地、艰苦攀登的结果。
约·德莱顿	当我们从富翁沦为穷光蛋时，困境会告诉我们谁是知己，谁是势利的小人。
杨朔	作为一个人，要是不经历过人世上的悲欢离合，不跟生活打过交手仗，就不可能真正懂得人生的意义。
朱自清	洗手的时候，日子从水盒进而过去；吃饭的时候，日子从饭碗里过去。我觉察他去的匆匆了，伸出手遮挽时，他又从遮挽着的手边过去；天黑时，我躺在床上，他便伶伶俐俐地从我身上跨过，从我的脚边飞去了。等我睁开眼和太阳再见，这算又溜走了一日。我掩面叹息。但是新来的日子的影子又开始在叹息里闪过了。
佚名	一针不补，十针难缝；有险不堵，成灾叫苦。
王世真	凡事力争最好的可能性，但必须做最坏的准备。做创新的科研工作更是如此。
清·郑观应	欲教化其民，成其美俗，非学不可
民谚	君子不羞当面
塞内加	肚子是听不进劝告的
英国	正直的人就是有见识的人
维吾尔族	麻雀怎能知道天鹅的志气
泰戈尔	全是理智的人，恰如一把全是锋刃的刀，叫使用它的人手上流血
《箴言》	你在患难之日若胆怯，你的力量就微小。
王永彬	博学笃志，神闲气静。
萨克雷	金钱可以买“伴侣”；但不能买“朋友”。
《荀子·劝学》	不积跬步，无以至千里；不积小流，无以成江海。
民谚	称包写算扎，收拾点抹
意大利	与其为笼中之雀，不如为林中之鸟
佚名	大海不属于我，我属于大海。
民谚	亲戚远来香，邻居高筑墙
金·元好问	乐事渐随花共减，归心长与雁相先
民谚	货有好歹，价有高低
马克思	最好是把真理比作燧石——它受到的敲打越厉害，发射出的光辉就越灿烂。
民谚	无知使人毁灭，知识使人生色
加里宁	无论哪个时代，青年的特点总是怀抱着各种理想和幻想。这并不是什么毛病，而是一种宝贵的品质
培根	要追求真理，认识真理，更要依赖真理，这是人性中的最高品德。
詹姆斯·布莱斯	大多数人最烦恼的苦事，就是苦思冥想。
苏轼	养生治性，行义求志。
佚名	惟一真正的责任，就是走向你自己的潜力，走向你自己的聪明才智和觉知，然后按照这样来行动。
罗布莱斯	一个男人，不管是谁，自尊心受到伤害时，都会铤而走险，做出丧失理智的事。
威尔科克斯	一天之中最美好的时光在黎明
坎布里奇	一件事的价值大小，应看它能带来多少幸福
李贺	男儿何不带吴钩，收取关山五十州。
民谚	染缸里倒不出白布来
民谚	欠债多健忘，讨债的记性强
民谚	矮脚母鸡勤生蛋，初出狸猫凶似虎
怀特黑德	分析显而易见的事情需要非凡的思想。
爱因斯坦	不管时代的潮流和社会的风尚怎样，人总可以凭着自己高尚的品质，超脱时代和社会，走自己正确的道路。现在，大家都为了电冰箱、汽车、房子而奔波、追逐、竞争。这就是我们这个时代的特征了。但是也还有不少人，他们不追求这些物质的东西，他们追求理想和真理，得到了内心的自由和安宁。
培根	对一个人的评价，不可视其财富出身，更不可视其学问的高下，而是要看他真实的品德。
歌德	一杰出的哲学家说，建筑是冻结了音乐，许多人对他的这个说法摇头，这是不可避免的；我们相信没有比这个巧妙的思想换一种说法更好了，那就是把建筑叫做无言的音乐。
佚名	爱情总藏在温柔的心里。
杜威	所谓恶人，无论有过多么善良的过去，也已滑向堕落的道路而消逝其善良性；所谓善人，即使有过道德上不堪提及的过去，但他还是向着善良前进的人。
冯梦龙	不可以一时之誉，断其为君子，不呆以一时之谤，断其为小人。
元结	汝若全德，必忠必直；汝若全行，必方必正。终身如此，可谓君子。
英国经济学家穆勒.J.S.	当社会需要重建时，试图墨守旧的蓝图重建它是徒劳无益的。
